ID,Node 01(Lt A),Node 02(Open Area),Node 03(Com Eng Lab)
1,-43,-59,-75
1,-43,-59,-74
1,-42,-59,-75
1,-43,-59,-74
1,-43,-59,-75
1,-42,-59,-75
1,-42,-59,-75
1,-42,-59,-76
1,-43,-59,-76
1,-42,-59,-74
1,-42,-59,-75
1,-42,-59,-75
1,-42,-59,-75
1,-42,-59,-75
1,-42,-59,-75
1,-43,-59,-75
1,-44,-58,-75
1,-45,-59,-75
1,-42,-59,-75
1,-42,-59,-75
1,-42,-59,-76
1,-42,-59,-75
1,-42,-59,-76
1,-43,-59,-74
1,-43,-59,-75
1,-42,-59,-75
1,-43,-59,-74
1,-42,-59,-75
1,-42,-59,-76
1,-42,-59,-76
1,-42,-59,-75
1,-42,-59,-76
1,-42,-59,-75
1,-42,-59,-74
1,-42,-58,-75
1,-42,-58,-75
1,-42,-59,-74
1,-42,-59,-74
1,-42,-59,-76
1,-42,-58,-75
1,-43,-58,-75
1,-42,-59,-74
1,-43,-59,-74
1,-42,-58,-74
1,-42,-59,-74
1,-42,-59,-75
1,-42,-59,-76
1,-42,-59,-75
1,-42,-59,-74
1,-42,-59,-74
1,-42,-58,-76
1,-43,-58,-74
1,-42,-58,-75
1,-42,-58,-74
1,-42,-58,-75
1,-42,-58,-74
1,-42,-58,-74
1,-42,-58,-74
1,-42,-58,-74
1,-42,-59,-75
1,-42,-58,-75
1,-42,-58,-75
1,-42,-58,-74
1,-42,-58,-75
1,-42,-58,-74
1,-42,-58,-74
1,-42,-58,-74
1,-42,-58,-75
1,-42,-59,-75
1,-44,-58,-75
1,-44,-58,-75
1,-44,-58,-74
1,-42,-58,-74
1,-42,-59,-75
1,-42,-59,-74
1,-42,-58,-75
1,-42,-58,-74
1,-42,-59,-74
1,-42,-59,-74
1,-42,-59,-74
1,-42,-58,-75
1,-42,-58,-75
1,-42,-59,-74
1,-42,-58,-75
1,-42,-59,-75
1,-43,-58,-75
1,-42,-58,-75
1,-43,-58,-75
1,-42,-58,-74
1,-42,-59,-75
1,-42,-58,-75
1,-42,-59,-75
1,-43,-59,-74
1,-43,-59,-74
1,-42,-59,-75
1,-44,-59,-75
1,-44,-59,-74
1,-44,-58,-75
1,-42,-59,-74
1,-43,-59,-75
1,-42,-59,-74
1,-42,-58,-74
1,-43,-59,-75
1,-42,-58,-74
1,-42,-59,-75
1,-43,-58,-75
1,-42,-58,-75
1,-42,-58,-74
1,-42,-58,-75
1,-43,-60,-76
1,-42,-58,-74
1,-42,-59,-74
1,-42,-59,-75
1,-42,-58,-74
1,-42,-59,-75
1,-42,-58,-76
1,-42,-59,-74
1,-42,-58,-75
1,-42,-58,-75
1,-42,-58,-75
1,-43,-59,-75
1,-42,-59,-75
1,-42,-59,-74
1,-42,-58,-75
1,-42,-59,-75
1,-42,-58,-75
1,-42,-58,-75
1,-42,-59,-75
1,-41,-59,-74
1,-41,-59,-75
1,-42,-59,-75
1,-43,-59,-74
1,-41,-58,-75
1,-43,-57,-76
1,-43,-58,-77
1,-42,-59,-75
1,-41,-58,-75
1,-42,-58,-76
1,-41,-57,-74
1,-43,-59,-74
1,-41,-60,-75
1,-41,-59,-75
1,-41,-58,-75
1,-41,-58,-75
1,-41,-58,-75
1,-42,-58,-74
1,-41,-58,-75
1,-41,-58,-75
1,-41,-58,-76
1,-42,-58,-75
1,-41,-57,-75
1,-43,-58,-75
1,-42,-58,-75
1,-41,-58,-76
1,-39,-59,-76
1,-40,-58,-75
1,-40,-59,-75
1,-40,-59,-75
1,-39,-59,-75
1,-39,-58,-74
1,-43,-58,-75
1,-45,-59,-75
1,-42,-58,-74
1,-43,-59,-75
1,-44,-59,-74
1,-40,-59,-75
1,-41,-58,-76
1,-44,-58,-75
1,-43,-59,-75
1,-42,-58,-75
1,-43,-58,-75
1,-43,-59,-74
1,-43,-59,-76
1,-39,-59,-75
1,-39,-58,-75
1,-41,-59,-77
1,-39,-58,-75
1,-42,-59,-75
1,-41,-59,-74
1,-43,-59,-74
1,-42,-60,-74
1,-42,-59,-75
1,-42,-59,-75
1,-41,-59,-75
1,-40,-59,-74
1,-41,-59,-74
1,-42,-59,-74
1,-43,-59,-75
1,-43,-59,-75
1,-41,-59,-75
1,-41,-59,-75
1,-43,-59,-75
1,-44,-59,-75
1,-41,-58,-75
1,-40,-59,-74
1,-42,-58,-75
1,-41,-59,-75
1,-41,-59,-74
1,-41,-58,-75
1,-42,-59,-75
1,-40,-59,-76
1,-40,-59,-74
1,-41,-59,-74
1,-39,-58,-75
1,-40,-58,-74
1,-39,-58,-74
1,-40,-58,-74
1,-39,-59,-74
1,-39,-58,-74
1,-39,-59,-74
1,-39,-58,-74
1,-39,-59,-74
1,-39,-59,-75
1,-39,-59,-74
1,-39,-58,-74
1,-39,-59,-75
1,-39,-58,-74
1,-39,-58,-75
1,-39,-59,-74
1,-40,-59,-74
1,-39,-59,-74
1,-39,-59,-74
1,-40,-59,-74
1,-40,-61,-75
1,-40,-59,-74
1,-39,-58,-74
1,-39,-58,-74
1,-39,-58,-74
1,-39,-58,-74
1,-39,-58,-74
1,-39,-58,-74
1,-39,-58,-75
1,-39,-59,-75
1,-39,-59,-74
1,-39,-58,-75
1,-39,-59,-75
1,-39,-59,-74
1,-39,-58,-74
1,-39,-58,-74
1,-39,-58,-75
1,-39,-58,-74
1,-39,-58,-74
1,-39,-58,-75
1,-39,-58,-74
1,-39,-58,-74
1,-40,-58,-75
1,-39,-58,-74
1,-39,-58,-74
1,-39,-58,-76
1,-40,-58,-75
1,-39,-58,-75
1,-41,-58,-75
1,-39,-58,-75
1,-39,-58,-75
1,-39,-59,-74
1,-40,-58,-75
1,-40,-58,-74
1,-39,-58,-74
1,-40,-58,-74
1,-39,-58,-74
1,-39,-58,-74
1,-39,-58,-74
1,-39,-58,-74
1,-40,-58,-74
1,-40,-58,-74
1,-40,-58,-75
1,-39,-58,-76
1,-40,-58,-75
1,-40,-58,-75
1,-40,-58,-74
1,-39,-58,-76
1,-39,-58,-76
1,-40,-57,-76
1,-40,-57,-75
1,-40,-57,-76
1,-39,-57,-76
1,-40,-57,-76
1,-40,-57,-75
1,-40,-57,-76
1,-40,-57,-75
1,-40,-57,-76
1,-41,-57,-75
1,-42,-58,-75
1,-41,-58,-75
1,-40,-57,-75
1,-41,-57,-75
1,-40,-57,-75
1,-41,-57,-75
1,-41,-57,-75
1,-41,-57,-75
1,-40,-57,-75
1,-40,-58,-75
1,-40,-58,-76
1,-42,-58,-75
1,-42,-58,-76
1,-42,-58,-74
1,-41,-57,-74
1,-41,-58,-75
1,-43,-57,-75
1,-43,-57,-74
1,-43,-58,-76
1,-42,-58,-75
1,-42,-57,-75
1,-43,-58,-75
1,-41,-58,-75
1,-42,-57,-75
1,-44,-57,-75
1,-40,-58,-75
1,-42,-58,-75
1,-39,-58,-75
1,-42,-57,-76
1,-48,-58,-75
1,-48,-58,-76
1,-48,-58,-75
1,-44,-58,-75
1,-42,-58,-74
1,-42,-57,-75
1,-45,-57,-76
1,-44,-58,-75
1,-44,-58,-75
1,-43,-58,-76
1,-42,-57,-74
1,-42,-57,-75
1,-42,-57,-75
1,-43,-57,-76
1,-42,-58,-75
1,-42,-58,-75
1,-43,-57,-76
1,-42,-58,-75
1,-43,-57,-74
1,-42,-58,-75
1,-42,-58,-75
1,-43,-58,-74
1,-43,-58,-74
1,-42,-58,-75
1,-42,-58,-74
1,-41,-58,-74
1,-42,-57,-75
1,-43,-57,-75
1,-43,-58,-75
1,-42,-57,-76
1,-43,-57,-76
1,-42,-57,-76
1,-42,-57,-75
1,-44,-58,-76
1,-43,-57,-75
1,-42,-58,-76
1,-42,-58,-75
1,-43,-57,-76
1,-43,-58,-75
1,-43,-57,-77
1,-43,-57,-79
1,-44,-58,-79
1,-44,-58,-79
1,-44,-58,-80
1,-45,-57,-79
1,-45,-58,-80
1,-45,-57,-78
1,-44,-57,-80
1,-46,-58,-80
1,-45,-58,-79
1,-44,-58,-77
1,-42,-57,-75
1,-43,-58,-76
1,-44,-58,-75
1,-45,-57,-77
1,-45,-58,-75
1,-45,-58,-75
1,-39,-53,-76
1,-41,-53,-76
1,-41,-57,-76
1,-52,-61,-76
1,-45,-57,-76
1,-46,-56,-75
1,-42,-57,-75
1,-46,-58,-76
1,-43,-62,-76
1,-46,-55,-75
1,-46,-52,-76
1,-44,-52,-75
1,-45,-53,-75
1,-40,-52,-75
1,-41,-54,-75
1,-41,-54,-74
1,-42,-57,-75
1,-40,-57,-75
1,-40,-56,-76
1,-40,-58,-76
1,-41,-55,-75
1,-41,-58,-74
1,-40,-59,-76
1,-42,-57,-75
1,-43,-57,-76
1,-44,-57,-76
1,-51,-57,-76
1,-44,-58,-77
1,-42,-58,-76
1,-47,-56,-77
1,-43,-56,-76
1,-46,-58,-77
1,-49,-57,-76
1,-45,-57,-75
1,-44,-57,-76
1,-41,-57,-77
1,-41,-57,-77
1,-45,-57,-76
1,-43,-57,-77
1,-44,-57,-76
1,-44,-57,-76
1,-46,-58,-76
1,-42,-57,-76
1,-40,-57,-76
1,-42,-57,-75
1,-40,-57,-76
1,-42,-57,-77
1,-42,-57,-76
1,-41,-57,-76
1,-43,-57,-77
1,-42,-57,-76
1,-45,-57,-76
1,-42,-58,-77
1,-42,-57,-76
1,-41,-57,-77
1,-39,-57,-77
1,-39,-57,-76
1,-42,-57,-77
1,-43,-57,-77
1,-42,-57,-76
1,-42,-56,-76
1,-43,-57,-76
1,-46,-57,-75
1,-44,-57,-76
1,-47,-58,-76
1,-47,-57,-76
1,-47,-58,-77
1,-50,-57,-77
1,-47,-58,-76
1,-44,-58,-77
1,-50,-57,-77
1,-46,-57,-77
1,-41,-57,-76
1,-41,-57,-76
1,-45,-58,-76
1,-52,-58,-76
1,-48,-58,-75
1,-48,-57,-76
1,-47,-57,-76
1,-50,-58,-76
1,-54,-57,-76
1,-50,-57,-76
1,-47,-57,-75
1,-45,-57,-76
1,-44,-57,-76
1,-45,-57,-76
1,-46,-57,-75
1,-49,-58,-75
1,-45,-58,-75
1,-45,-57,-75
1,-43,-58,-76
1,-41,-57,-75
1,-41,-58,-76
1,-42,-58,-77
1,-42,-57,-75
1,-44,-57,-76
1,-44,-57,-75
1,-43,-57,-76
1,-43,-57,-76
1,-41,-57,-76
1,-41,-57,-76
1,-42,-57,-76
1,-41,-58,-76
1,-42,-57,-75
1,-44,-57,-76
1,-45,-57,-76
1,-46,-57,-76
1,-46,-57,-76
1,-45,-57,-76
1,-44,-58,-76
1,-42,-58,-76
1,-46,-57,-76
1,-45,-58,-76
1,-47,-57,-77
1,-54,-57,-78
1,-51,-57,-77
1,-52,-57,-77
1,-55,-57,-77
1,-49,-57,-76
1,-44,-57,-77
1,-45,-57,-77
1,-45,-57,-77
1,-45,-57,-77
1,-42,-57,-76
1,-44,-57,-77
1,-45,-57,-76
1,-46,-58,-76
1,-46,-57,-77
1,-45,-57,-77
1,-44,-57,-75
1,-44,-57,-76
1,-45,-57,-76
1,-45,-58,-76
1,-44,-57,-76
1,-44,-57,-76
1,-45,-57,-76
1,-44,-57,-77
1,-45,-57,-77
1,-45,-58,-76
1,-45,-58,-76
1,-44,-58,-76
1,-45,-58,-76
1,-44,-58,-76
1,-45,-58,-76
1,-44,-58,-76
1,-45,-58,-76
1,-44,-58,-75
1,-44,-58,-75
1,-44,-58,-76
1,-44,-59,-76
1,-44,-59,-77
1,-44,-59,-76
1,-44,-58,-76
1,-44,-59,-77
1,-45,-58,-75
1,-45,-58,-77
1,-44,-58,-75
1,-44,-58,-76
1,-44,-59,-75
1,-44,-59,-75
1,-44,-58,-76
1,-45,-60,-76
1,-44,-59,-75
1,-44,-59,-75
1,-44,-58,-76
1,-44,-58,-76
1,-44,-59,-76
1,-45,-58,-77
1,-45,-58,-76
1,-45,-59,-77
1,-45,-58,-77
1,-45,-58,-76
1,-45,-58,-76
1,-45,-58,-76
1,-45,-58,-76
1,-45,-58,-76
1,-46,-58,-75
1,-45,-58,-76
1,-46,-57,-76
1,-45,-58,-76
1,-45,-58,-75
1,-45,-57,-75
1,-45,-57,-75
1,-45,-58,-76
1,-46,-57,-75
1,-45,-57,-75
1,-45,-58,-76
1,-45,-57,-76
1,-45,-58,-77
1,-45,-58,-76
1,-45,-58,-75
1,-45,-57,-75
1,-45,-58,-76
1,-45,-57,-76
1,-47,-57,-77
1,-45,-58,-76
1,-45,-58,-76
1,-45,-56,-76
1,-45,-60,-76
1,-45,-61,-77
1,-45,-57,-77
1,-45,-60,-77
1,-45,-62,-76
1,-46,-57,-76
1,-45,-57,-77
1,-46,-57,-76
1,-45,-57,-77
1,-45,-57,-76
1,-46,-57,-77
1,-44,-57,-77
1,-45,-59,-78
1,-44,-56,-77
1,-44,-57,-78
1,-44,-57,-77
1,-45,-57,-77
1,-45,-56,-77
1,-45,-57,-77
1,-45,-57,-77
1,-45,-56,-77
1,-45,-57,-76
1,-45,-57,-76
1,-45,-57,-76
1,-45,-57,-75
1,-45,-57,-75
1,-45,-57,-76
1,-44,-56,-78
1,-45,-56,-77
1,-45,-56,-77
1,-45,-56,-77
1,-45,-56,-77
1,-45,-57,-76
1,-45,-57,-75
1,-46,-57,-76
1,-45,-56,-76
1,-45,-56,-76
1,-46,-57,-77
1,-46,-58,-76
1,-45,-54,-78
1,-45,-58,-76
1,-45,-55,-77
1,-45,-57,-78
1,-45,-60,-78
1,-45,-58,-77
1,-45,-57,-78
1,-45,-57,-78
1,-45,-59,-77
1,-45,-58,-77
1,-45,-56,-77
1,-45,-57,-77
1,-46,-57,-77
1,-46,-57,-77
1,-46,-57,-77
1,-47,-57,-77
1,-46,-57,-77
1,-47,-57,-77
1,-47,-57,-77
1,-47,-58,-77
1,-47,-58,-76
1,-46,-57,-76
1,-47,-57,-77
1,-47,-58,-76
1,-47,-57,-77
1,-47,-57,-77
1,-47,-57,-76
1,-47,-57,-77
1,-47,-57,-77
1,-47,-57,-77
1,-47,-58,-76
1,-47,-57,-76
1,-47,-57,-77
1,-47,-57,-75
1,-47,-57,-77
1,-48,-57,-77
1,-48,-58,-75
1,-48,-58,-77
1,-48,-58,-77
1,-48,-58,-77
1,-48,-58,-78
1,-48,-58,-76
1,-47,-58,-77
1,-46,-57,-77
1,-46,-58,-77
1,-45,-58,-77
1,-46,-57,-77
1,-45,-57,-77
1,-46,-57,-77
1,-46,-57,-77
1,-46,-57,-77
1,-46,-57,-77
1,-47,-57,-76
1,-47,-57,-77
1,-47,-57,-77
1,-47,-57,-77
1,-47,-57,-76
1,-47,-57,-75
1,-47,-57,-76
1,-47,-57,-75
1,-47,-57,-77
1,-48,-57,-77
1,-47,-58,-77
1,-48,-57,-77
1,-47,-57,-76
1,-47,-58,-78
1,-46,-58,-77
1,-46,-57,-76
1,-46,-57,-77
1,-45,-57,-78
1,-46,-57,-78
1,-46,-58,-78
1,-46,-57,-77
1,-46,-57,-77
1,-45,-57,-77
1,-46,-58,-76
1,-46,-57,-76
1,-46,-57,-78
1,-46,-57,-77
1,-45,-57,-78
1,-45,-58,-78
1,-45,-57,-78
1,-45,-57,-77
1,-45,-58,-78
1,-45,-57,-77
1,-45,-57,-78
1,-45,-57,-77
1,-45,-57,-78
1,-45,-57,-77
1,-45,-57,-77
1,-45,-57,-76
1,-45,-57,-77
1,-45,-58,-77
1,-45,-57,-77
1,-45,-58,-76
1,-45,-57,-77
1,-45,-58,-77
1,-45,-57,-76
1,-45,-58,-76
1,-45,-58,-77
1,-44,-57,-76
1,-44,-58,-76
1,-45,-58,-77
1,-44,-58,-77
1,-45,-58,-76
1,-45,-58,-75
1,-44,-57,-76
1,-46,-57,-77
1,-44,-58,-77
1,-45,-58,-77
1,-45,-57,-76
1,-45,-57,-77
1,-45,-58,-77
1,-45,-58,-76
1,-45,-58,-76
1,-45,-58,-76
1,-45,-58,-76
1,-45,-58,-75
1,-45,-58,-75
1,-45,-58,-76
1,-45,-58,-76
1,-44,-57,-75
1,-45,-58,-77
1,-45,-58,-77
1,-44,-58,-76
1,-44,-58,-77
1,-44,-57,-77
1,-44,-57,-76
1,-45,-57,-76
1,-44,-57,-77
1,-45,-58,-76
1,-45,-57,-76
1,-44,-57,-76
1,-45,-57,-76
1,-45,-57,-76
1,-45,-57,-77
1,-45,-57,-76
1,-45,-57,-76
1,-45,-57,-77
1,-45,-57,-78
1,-45,-58,-77
1,-45,-57,-77
1,-45,-58,-77
1,-45,-57,-76
1,-46,-57,-77
1,-46,-57,-76
1,-45,-57,-76
1,-44,-57,-75
1,-45,-58,-76
1,-45,-57,-77
1,-44,-57,-77
1,-44,-57,-77
1,-45,-57,-77
1,-45,-57,-76
1,-45,-57,-77
1,-45,-57,-78
1,-45,-57,-76
1,-45,-58,-77
1,-45,-58,-77
1,-45,-58,-76
1,-45,-58,-75
1,-45,-58,-76
1,-45,-57,-76
1,-45,-57,-75
1,-45,-58,-76
1,-45,-58,-77
1,-45,-57,-76
1,-45,-58,-77
1,-45,-58,-76
1,-45,-58,-77
1,-45,-58,-76
1,-45,-58,-76
1,-45,-58,-77
1,-45,-58,-76
1,-44,-58,-77
1,-44,-57,-77
1,-44,-57,-77
1,-44,-58,-76
1,-45,-57,-76
1,-45,-57,-77
1,-45,-58,-77
1,-45,-58,-77
1,-45,-58,-76
1,-45,-57,-77
1,-45,-58,-76
1,-45,-58,-76
1,-45,-58,-76
1,-46,-58,-77
1,-46,-58,-76
1,-45,-58,-76
1,-45,-58,-76
1,-45,-58,-75
1,-45,-58,-75
1,-45,-58,-76
1,-45,-58,-76
1,-45,-58,-77
1,-45,-58,-77
1,-45,-58,-76
1,-45,-57,-76
1,-45,-58,-76
1,-44,-58,-76
1,-46,-58,-76
1,-45,-58,-76
1,-45,-58,-76
1,-45,-58,-76
1,-45,-58,-76
1,-45,-58,-76
1,-45,-58,-76
1,-45,-58,-76
1,-45,-58,-76
1,-45,-59,-77
1,-47,-59,-77
1,-45,-60,-76
1,-45,-58,-76
1,-45,-59,-76
1,-45,-58,-77
1,-45,-59,-77
1,-45,-58,-76
1,-45,-58,-76
1,-45,-61,-77
1,-45,-58,-76
1,-45,-59,-76
1,-45,-58,-76
1,-45,-58,-76
1,-45,-58,-76
1,-45,-58,-75
1,-45,-59,-75
1,-45,-59,-76
1,-45,-58,-77
1,-45,-58,-75
1,-44,-58,-75
1,-45,-58,-75
1,-45,-58,-74
1,-45,-58,-75
1,-45,-59,-76
1,-45,-58,-75
1,-45,-58,-76
1,-45,-58,-76
1,-45,-58,-75
1,-45,-58,-75
1,-45,-58,-76
1,-45,-58,-75
1,-45,-58,-76
1,-45,-58,-76
1,-45,-58,-76
1,-45,-59,-75
1,-45,-58,-76
1,-45,-58,-77
1,-45,-58,-76
1,-45,-59,-77
1,-45,-58,-77
1,-45,-59,-77
1,-45,-58,-77
1,-45,-59,-76
1,-45,-59,-76
1,-45,-59,-76
1,-45,-58,-77
1,-45,-58,-76
1,-45,-58,-78
1,-45,-58,-78
1,-45,-58,-77
1,-45,-58,-78
1,-45,-58,-77
1,-45,-58,-76
1,-45,-58,-77
1,-45,-58,-78
1,-45,-58,-78
1,-45,-58,-79
1,-45,-58,-79
1,-45,-58,-78
1,-45,-58,-79
1,-45,-58,-78
1,-45,-59,-78
1,-45,-58,-78
1,-44,-58,-79
1,-44,-58,-79
1,-44,-58,-78
1,-44,-58,-79
1,-44,-59,-78
1,-44,-58,-79
1,-44,-58,-77
1,-44,-58,-77
1,-44,-58,-78
1,-44,-58,-77
1,-44,-58,-76
1,-44,-58,-77
1,-44,-57,-77
1,-44,-58,-78
1,-44,-57,-77
1,-44,-58,-78
1,-45,-57,-76
1,-44,-57,-79
1,-45,-58,-79
1,-45,-58,-78
1,-44,-58,-77
1,-45,-59,-77
1,-45,-57,-75
1,-45,-58,-76
1,-44,-58,-77
1,-44,-58,-77
1,-45,-58,-77
1,-45,-59,-76
1,-44,-58,-76
1,-45,-58,-77
1,-45,-58,-78
1,-45,-58,-77
1,-45,-58,-76
1,-45,-58,-78
1,-45,-58,-78
1,-45,-58,-79
1,-44,-58,-78
1,-45,-58,-78
1,-44,-58,-79
1,-44,-58,-79
1,-44,-58,-78
1,-44,-58,-78
1,-44,-58,-79
1,-44,-58,-78
1,-44,-58,-79
1,-45,-59,-78
1,-45,-58,-78
1,-44,-58,-79
1,-44,-58,-79
1,-45,-58,-79
1,-45,-58,-79
1,-45,-58,-78
1,-45,-58,-79
1,-45,-58,-79
1,-45,-58,-77
1,-44,-58,-79
1,-45,-57,-79
1,-45,-57,-78
1,-45,-57,-77
1,-45,-58,-79
1,-45,-58,-77
1,-45,-57,-78
1,-45,-57,-78
1,-45,-58,-78
1,-44,-58,-78
1,-44,-58,-78
1,-45,-58,-77
1,-44,-58,-78
1,-45,-58,-77
1,-45,-58,-79
1,-44,-58,-78
1,-44,-58,-79
1,-44,-58,-78
1,-44,-58,-79
1,-45,-57,-77
1,-44,-57,-77
1,-44,-58,-77
1,-44,-57,-79
1,-44,-60,-79
1,-44,-58,-79
1,-45,-58,-79
1,-45,-58,-78
1,-45,-58,-78
1,-44,-58,-78
1,-45,-58,-77
1,-45,-58,-78
1,-45,-58,-77
1,-45,-58,-78
1,-45,-58,-77
1,-45,-58,-78
1,-45,-58,-78
1,-44,-58,-77
1,-45,-58,-77
1,-45,-57,-76
1,-45,-58,-75
1,-45,-57,-75
1,-45,-58,-74
1,-45,-58,-76
1,-45,-58,-76
1,-44,-58,-77
1,-44,-58,-77
1,-44,-58,-76
1,-45,-58,-76
1,-45,-58,-77
1,-45,-58,-75
1,-45,-59,-76
1,-45,-58,-76
1,-45,-58,-76
1,-44,-58,-77
1,-45,-58,-77
1,-44,-59,-75
1,-44,-59,-76
1,-44,-58,-77
1,-44,-58,-77
1,-44,-58,-77
1,-44,-58,-77
1,-45,-58,-77
1,-44,-58,-77
1,-44,-58,-75
1,-44,-57,-78
1,-45,-58,-77
1,-45,-58,-77
1,-45,-58,-78
1,-45,-59,-78
1,-44,-58,-77
1,-44,-59,-78
1,-44,-59,-78
1,-44,-58,-77
1,-46,-59,-77
1,-44,-58,-76
1,-44,-58,-76
1,-44,-59,-77
1,-44,-58,-77
1,-44,-58,-77
1,-44,-58,-76
1,-44,-58,-76
1,-44,-58,-77
1,-44,-58,-77
1,-44,-58,-78
1,-44,-58,-76
1,-44,-58,-76
1,-44,-58,-76
1,-44,-58,-76
1,-45,-58,-77
1,-44,-58,-77
1,-44,-58,-79
1,-44,-59,-76
1,-44,-58,-77
1,-43,-60,-76
1,-44,-58,-77
1,-44,-58,-78
1,-44,-58,-77
1,-44,-58,-77
1,-44,-58,-76
1,-44,-57,-76
1,-44,-58,-76
1,-44,-58,-76
1,-44,-58,-77
1,-43,-57,-77
1,-44,-58,-77
1,-44,-58,-77
1,-44,-57,-76
1,-45,-58,-77
1,-45,-58,-76
1,-44,-58,-76
1,-44,-57,-76
1,-44,-57,-77
1,-44,-58,-77
1,-44,-57,-76
1,-45,-58,-76
1,-45,-58,-77
1,-45,-58,-77
1,-44,-58,-77
1,-44,-58,-75
1,-45,-57,-76
1,-44,-58,-76
1,-44,-58,-77
1,-44,-58,-75
1,-44,-58,-76
1,-45,-58,-75
1,-44,-58,-75
1,-45,-58,-75
1,-44,-58,-76
1,-44,-58,-75
1,-45,-59,-75
1,-45,-58,-75
1,-46,-58,-75
1,-45,-58,-75
1,-45,-58,-76
1,-45,-58,-74
1,-45,-58,-76
1,-45,-58,-76
1,-45,-58,-75
1,-45,-58,-75
1,-45,-58,-75
1,-45,-58,-76
1,-45,-58,-76
1,-45,-58,-76
1,-45,-58,-76
1,-45,-58,-76
1,-44,-58,-75
1,-45,-58,-75
1,-45,-58,-75
1,-45,-58,-76
1,-45,-58,-75
1,-45,-58,-75
1,-45,-58,-75
1,-45,-58,-75
1,-45,-59,-75
1,-45,-58,-75
1,-45,-58,-75
1,-45,-59,-75
1,-45,-58,-76
1,-45,-59,-76
1,-45,-58,-75
1,-45,-58,-75
1,-46,-58,-76
1,-45,-59,-74
1,-45,-58,-76
1,-45,-58,-75
1,-45,-58,-75
1,-46,-58,-75
1,-45,-58,-76
1,-45,-58,-76
1,-46,-58,-76
1,-46,-58,-75
1,-45,-58,-75
1,-45,-58,-76
1,-45,-58,-76
1,-45,-58,-74
1,-45,-58,-75
1,-46,-59,-74
1,-47,-59,-76
1,-45,-58,-75
1,-45,-59,-76
1,-45,-59,-76
1,-45,-59,-75
1,-45,-59,-75
1,-46,-59,-75
1,-44,-59,-76
1,-44,-59,-76
1,-44,-59,-74
1,-44,-59,-76
1,-44,-59,-75
1,-44,-59,-77
1,-45,-59,-75
1,-44,-60,-76
1,-44,-58,-76
1,-44,-58,-75
1,-44,-59,-77
1,-44,-59,-75
1,-44,-59,-74
1,-46,-59,-75
1,-45,-60,-75
1,-45,-59,-74
1,-46,-59,-76
1,-45,-59,-76
1,-45,-59,-76
1,-45,-59,-76
1,-44,-59,-75
1,-45,-59,-76
1,-45,-59,-76
1,-45,-59,-75
1,-45,-59,-76
1,-45,-59,-74
1,-45,-59,-76
1,-45,-58,-76
1,-45,-58,-76
1,-45,-59,-76
1,-45,-58,-76
1,-45,-59,-75
1,-45,-59,-76
1,-45,-59,-74
1,-46,-59,-76
1,-46,-59,-76
1,-45,-59,-75
1,-46,-58,-75
1,-45,-59,-76
1,-47,-59,-76
1,-45,-59,-76
1,-46,-59,-76
1,-46,-59,-77
1,-46,-59,-76
1,-46,-59,-75
1,-45,-59,-76
1,-45,-59,-76
1,-44,-59,-76
1,-44,-59,-75
1,-44,-59,-76
1,-44,-59,-76
1,-44,-59,-76
1,-44,-59,-76
1,-44,-59,-76
1,-44,-59,-76
1,-44,-59,-75
1,-44,-59,-76
1,-44,-59,-76
1,-45,-59,-76
1,-45,-58,-76
1,-44,-58,-76
1,-46,-58,-76
1,-45,-58,-75
1,-45,-58,-77
1,-44,-58,-75
1,-44,-58,-77
1,-44,-58,-76
1,-45,-58,-75
1,-45,-58,-76
1,-45,-58,-76
1,-45,-58,-77
1,-45,-58,-75
1,-45,-59,-77
1,-45,-58,-76
1,-45,-58,-75
1,-46,-58,-76
1,-45,-58,-76
1,-48,-58,-76
1,-46,-57,-76
1,-46,-57,-77
1,-45,-57,-76
1,-45,-58,-76
1,-45,-58,-77
1,-47,-58,-77
1,-47,-58,-77
1,-46,-58,-77
1,-46,-58,-77
1,-45,-57,-76
1,-46,-57,-76
1,-45,-58,-76
1,-45,-58,-76
1,-45,-58,-76
1,-45,-58,-77
1,-45,-57,-77
1,-45,-58,-77
1,-45,-58,-77
1,-46,-58,-76
1,-45,-58,-76
1,-45,-58,-76
1,-45,-58,-76
1,-45,-57,-76
1,-45,-58,-77
1,-45,-57,-76
1,-45,-58,-77
1,-45,-58,-78
1,-44,-58,-77
1,-45,-58,-75
1,-45,-57,-77
1,-45,-57,-77
1,-45,-57,-76
1,-46,-57,-76
1,-45,-57,-76
1,-44,-57,-77
1,-46,-57,-77
1,-45,-57,-77
1,-45,-58,-77
1,-45,-58,-75
1,-45,-58,-76
1,-45,-58,-76
1,-45,-58,-77
1,-45,-58,-76
1,-45,-57,-76
1,-45,-57,-76
1,-45,-57,-77
1,-45,-58,-77
1,-46,-57,-77
1,-45,-57,-77
1,-45,-57,-76
1,-45,-58,-77
1,-45,-57,-77
1,-45,-58,-77
1,-45,-57,-77
1,-45,-57,-77
1,-45,-57,-76
1,-47,-58,-76
1,-45,-57,-77
1,-45,-57,-76
1,-45,-57,-76
1,-47,-58,-77
1,-45,-57,-77
1,-45,-57,-75
1,-45,-57,-76
1,-45,-57,-75
1,-45,-57,-76
1,-45,-58,-75
1,-45,-57,-76
1,-45,-57,-76
1,-45,-57,-77
1,-46,-57,-77
1,-45,-57,-75
1,-45,-57,-76
